
==================================================
========== FP-Tree 算法完整结果 ==========

Level 0 (频繁1项集):
总计: 2117 个频繁1项集
  [0]: 支持计数=177
  [39, 1408]: 支持计数=128
  [39, 1410]: 支持计数=95
  [39, 1417]: 支持计数=321
  [39, 1425]: 支持计数=202
  [39, 1426]: 支持计数=94
  [39, 1428]: 支持计数=120
  [39, 1430]: 支持计数=114
  [39, 1433]: 支持计数=123
  [39, 1435]: 支持计数=459
  [39, 1439]: 支持计数=109
  [39, 1444]: 支持计数=206
  [39, 1459]: 支持计数=130
  [39, 1473]: 支持计数=108
  [39, 1476]: 支持计数=168
  [39, 1479]: 支持计数=302
  [39, 1481]: 支持计数=272
  [39, 1486]: 支持计数=256
  [39, 1489]: 支持计数=189
  [39, 1497]: 支持计数=139
  [39, 1503]: 支持计数=105
  [39, 1513]: 支持计数=284
  [39, 1517]: 支持计数=132
  [39, 1527]: 支持计数=162
  [39, 1529]: 支持计数=223
  [39, 1536]: 支持计数=89
  [39, 1537]: 支持计数=157
  [39, 1538]: 支持计数=159
  [39, 1543]: 支持计数=290
  [39, 1547]: 支持计数=106
  [39, 1557]: 支持计数=252
  [39, 1562]: 支持计数=193
  [39, 1564]: 支持计数=140
  [39, 1569]: 支持计数=104
  [39, 1570]: 支持计数=89
  [39, 1578]: 支持计数=576
  [39, 1585]: 支持计数=262
  [39, 1590]: 支持计数=199
  [39, 1591]: 支持计数=169
  [39, 1592]: 支持计数=138
  [39, 1593]: 支持计数=151
  [39, 1594]: 支持计数=153
  [39, 1595]: 支持计数=148
  [39, 1596]: 支持计数=102
  [39, 1598]: 支持计数=129
  [39, 1600]: 支持计数=474
  [39, 1602]: 支持计数=176
  [39, 1603]: 支持计数=103
  [39, 1609]: 支持计数=153
  [39, 1612]: 支持计数=111
  [39, 1615]: 支持计数=120
  [39, 1616]: 支持计数=169
  [39, 1619]: 支持计数=252
  [39, 1629]: 支持计数=150
  [39, 1638]: 支持计数=223
  [39, 1640]: 支持计数=120
  [39, 1642]: 支持计数=138
  [39, 1652]: 支持计数=156
  [39, 1655]: 支持计数=190
  [39, 1658]: 支持计数=93
  [39, 1659]: 支持计数=307
  [39, 1670]: 支持计数=132
  [39, 1677]: 支持计数=291
  [39, 1678]: 支持计数=134
  [39, 1679]: 支持计数=104
  [39, 1693]: 支持计数=347
  [39, 1696]: 支持计数=107
  [39, 1697]: 支持计数=114
  [39, 1698]: 支持计数=192
  [39, 1704]: 支持计数=287
  [39, 1714]: 支持计数=317
  [39, 1715]: 支持计数=356
  [39, 1727]: 支持计数=109
  [39, 1736]: 支持计数=100
  [39, 1739]: 支持计数=103
  [39, 1741]: 支持计数=194
  [39, 1744]: 支持计数=150
  [39, 1763]: 支持计数=165
  [39, 1765]: 支持计数=90
  [39, 1771]: 支持计数=120
  [39, 1772]: 支持计数=121
  [39, 1773]: 支持计数=116
  [39, 1776]: 支持计数=101
  [39, 1781]: 支持计数=112
  [39, 1783]: 支持计数=372
  [39, 1784]: 支持计数=151
  [39, 1786]: 支持计数=206
  [39, 1789]: 支持计数=118
  [39, 1791]: 支持计数=124
  [39, 1796]: 支持计数=120
  [39, 1804]: 支持计数=164
  [39, 1805]: 支持计数=124
  [39, 1808]: 支持计数=183
  [39, 1811]: 支持计数=118
  [39, 1814]: 支持计数=471
  [39, 1815]: 支持计数=115
  [39, 1818]: 支持计数=147
  [39, 1819]: 支持计数=163
  [39, 1821]: 支持计数=114
  [39, 1831]: 支持计数=160
  [39, 1837]: 支持计数=122
  [39, 1842]: 支持计数=210
  [39, 1854]: 支持计数=98
  [39, 1859]: 支持计数=218
  [39, 1867]: 支持计数=274
  [39, 1872]: 支持计数=331
  [39, 1874]: 支持计数=90
  [39, 1877]: 支持计数=117
  [39, 1884]: 支持计数=98
  [39, 1896]: 支持计数=104
  [39, 1897]: 支持计数=141
  [39, 1899]: 支持计数=174
  [39, 1903]: 支持计数=141
  [39, 1905]: 支持计数=131
  [39, 1909]: 支持计数=91
  [39, 1922]: 支持计数=92
  [39, 1929]: 支持计数=111
  [39, 1930]: 支持计数=226
  [39, 1938]: 支持计数=169
  [39, 1939]: 支持计数=181
  [39, 1951]: 支持计数=113
  [39, 1956]: 支持计数=194
  [39, 1964]: 支持计数=142
  [39, 1966]: 支持计数=184
  [39, 1971]: 支持计数=98
  [39, 1973]: 支持计数=191
  [39, 1976]: 支持计数=184
  [39, 1981]: 支持计数=107
  [39, 1986]: 支持计数=413
  [39, 1987]: 支持计数=309
  [39, 1991]: 支持计数=225
  [39, 1994]: 支持计数=136
  [39, 1996]: 支持计数=174
  [39, 2002]: 支持计数=124
  [39, 2004]: 支持计数=100
  [39, 2011]: 支持计数=154
  [39, 2015]: 支持计数=230
  [39, 2039]: 支持计数=118
  [39, 2046]: 支持计数=333
  [39, 2049]: 支持计数=91
  [39, 2051]: 支持计数=308
  [39, 2052]: 支持计数=137
  [39, 2053]: 支持计数=157
  [39, 2054]: 支持计数=188
  [39, 2056]: 支持计数=257
  [39, 2058]: 支持计数=118
  [39, 2060]: 支持计数=89
  [39, 2061]: 支持计数=91
  [39, 2064]: 支持计数=131
  [39, 2065]: 支持计数=235
  [39, 2069]: 支持计数=92
  [39, 2075]: 支持计数=210
  [39, 2079]: 支持计数=98
  [39, 2080]: 支持计数=281
  [39, 2084]: 支持计数=91
  [39, 2091]: 支持计数=205
  [39, 2097]: 支持计数=137
  [39, 2103]: 支持计数=148
  [39, 2110]: 支持计数=96
  [39, 2113]: 支持计数=171
  [39, 2115]: 支持计数=213
  [39, 2117]: 支持计数=113
  [39, 2118]: 支持计数=311
  [39, 2122]: 支持计数=101
  [39, 2129]: 支持计数=113
  [39, 2135]: 支持计数=317
  [39, 2147]: 支持计数=135
  [39, 2150]: 支持计数=133
  [39, 2154]: 支持计数=91
  [39, 2164]: 支持计数=188
  [39, 2167]: 支持计数=181
  [39, 2168]: 支持计数=301
  [39, 2177]: 支持计数=161
  [39, 2182]: 支持计数=98
  [39, 2184]: 支持计数=294
  [39, 2186]: 支持计数=154
  [39, 2187]: 支持计数=221
  [39, 2188]: 支持计数=140
  [39, 2191]: 支持计数=182
  [39, 2199]: 支持计数=349
  [39, 2201]: 支持计数=95
  [39, 2202]: 支持计数=100
  [39, 2208]: 支持计数=235
  [39, 2210]: 支持计数=102
  [39, 2212]: 支持计数=150
  [39, 2215]: 支持计数=164
  [39, 2225]: 支持计数=152
  [39, 2238]: 支持计数=1287
  [39, 2239]: 支持计数=130
  [39, 2240]: 支持计数=117
  [39, 2241]: 支持计数=285
  [39, 2254]: 支持计数=216
  [39, 2259]: 支持计数=175
  [39, 2263]: 支持计数=117
  [39, 2269]: 支持计数=110
  [39, 2276]: 支持计数=121
  [39, 2284]: 支持计数=349
  [39, 2286]: 支持计数=138
  [39, 2297]: 支持计数=96
  [39, 2325]: 支持计数=208
  [39, 2326]: 支持计数=98
  [39, 2327]: 支持计数=96
  [39, 2329]: 支持计数=270
  [39, 2343]: 支持计数=233
  [39, 2344]: 支持计数=183
  [39, 2350]: 支持计数=147
  [39, 2351]: 支持计数=123
  [39, 2353]: 支持计数=253
  [39, 2364]: 支持计数=168
  [39, 2370]: 支持计数=151
  [39, 2375]: 支持计数=184
  [39, 2378]: 支持计数=134
  [39, 2383]: 支持计数=377
  [39, 2388]: 支持计数=223
  [39, 2389]: 支持计数=119
  [39, 2394]: 支持计数=139
  [39, 2399]: 支持计数=291
  [39, 2402]: 支持计数=103
  [39, 2406]: 支持计数=150
  [39, 2408]: 支持计数=122
  [39, 2413]: 支持计数=125
  [39, 2417]: 支持计数=104
  [39, 2420]: 支持计数=162
  [39, 2424]: 支持计数=89
  [39, 2425]: 支持计数=164
  [39, 2437]: 支持计数=308
  [39, 2440]: 支持计数=199
  [39, 2441]: 支持计数=148
  [39, 2464]: 支持计数=186
  [39, 2468]: 支持计数=213
  [39, 2469]: 支持计数=135
  [39, 2471]: 支持计数=108
  [39, 2476]: 支持计数=134
  [39, 2480]: 支持计数=143
  [39, 2492]: 支持计数=217
  [39, 2493]: 支持计数=110
  [39, 2495]: 支持计数=196
  [39, 2505]: 支持计数=297
  [39, 2506]: 支持计数=122
  [39, 2513]: 支持计数=93
  [39, 2514]: 支持计数=101
  [39, 2515]: 支持计数=197
  [39, 2519]: 支持计数=103
  [39, 2523]: 支持计数=247
  [39, 2524]: 支持计数=167
  [39, 2528]: 支持计数=152
  [39, 2537]: 支持计数=127
  [39, 2550]: 支持计数=98
  [39, 2552]: 支持计数=205
  [39, 2554]: 支持计数=132
  [39, 2561]: 支持计数=126
  [39, 2573]: 支持计数=178
  [39, 2596]: 支持计数=149
  [39, 2598]: 支持计数=93
  [39, 2599]: 支持计数=162
  [39, 2621]: 支持计数=121
  [39, 2624]: 支持计数=99
  [39, 2625]: 支持计数=161
  [39, 2626]: 支持计数=199
  [39, 2629]: 支持计数=198
  [39, 2630]: 支持计数=94
  [39, 2633]: 支持计数=190
  [39, 2634]: 支持计数=143
  [39, 2635]: 支持计数=178
  [39, 2654]: 支持计数=99
  [39, 2661]: 支持计数=90
  [39, 2663]: 支持计数=149
  [39, 2669]: 支持计数=113
  [39, 2673]: 支持计数=246
  [39, 2706]: 支持计数=133
  [39, 2708]: 支持计数=130
  [39, 2715]: 支持计数=96
  [39, 2720]: 支持计数=103
  [39, 2723]: 支持计数=127
  [39, 2728]: 支持计数=143
  [39, 2746]: 支持计数=158
  [39, 2749]: 支持计数=192
  [39, 2760]: 支持计数=107
  [39, 2763]: 支持计数=164
  [39, 2767]: 支持计数=99
  [39, 2769]: 支持计数=97
  [39, 2771]: 支持计数=113
  [39, 2775]: 支持计数=249
  [39, 2785]: 支持计数=93
  [39, 2788]: 支持计数=127
  [39, 2792]: 支持计数=225
  [39, 2793]: 支持计数=116
  [39, 2800]: 支持计数=120
  [39, 2805]: 支持计数=147
  [39, 2810]: 支持计数=121
  [39, 2812]: 支持计数=119
  [39, 2815]: 支持计数=133
  [39, 2818]: 支持计数=102
  [39, 2820]: 支持计数=93
  [39, 2822]: 支持计数=116
  [39, 2830]: 支持计数=114
  [39, 2837]: 支持计数=91
  [39, 2840]: 支持计数=125
  [39, 2842]: 支持计数=120
  [39, 2843]: 支持计数=148
  [39, 2853]: 支持计数=105
  [39, 2854]: 支持计数=107
  [39, 2855]: 支持计数=116
  [39, 2856]: 支持计数=170
  [39, 2861]: 支持计数=115
  [39, 2870]: 支持计数=111
  [39, 2874]: 支持计数=139
  [39, 2876]: 支持计数=104
  [39, 2879]: 支持计数=292
  [39, 2880]: 支持计数=103
  [39, 2891]: 支持计数=99
  [39, 2894]: 支持计数=182
  [39, 2907]: 支持计数=90
  [39, 2915]: 支持计数=164
  [39, 2958]: 支持计数=655
  [39, 2965]: 支持计数=179
  [39, 2967]: 支持计数=100
  [39, 2983]: 支持计数=149
  [39, 2987]: 支持计数=238
  [39, 2988]: 支持计数=152
  [39, 2990]: 支持计数=128
  [39, 2991]: 支持计数=230
  [39, 2997]: 支持计数=164
  [39, 2998]: 支持计数=168
  [39, 3005]: 支持计数=149
  [39, 3006]: 支持计数=131
  [39, 3012]: 支持计数=165
  [39, 3021]: 支持计数=128
  [39, 3034]: 支持计数=90
  [39, 3047]: 支持计数=125
  [39, 3055]: 支持计数=117
  [39, 3086]: 支持计数=121
  [39, 3101]: 支持计数=91
  [39, 3102]: 支持计数=155
  [39, 3106]: 支持计数=93
  [39, 3149]: 支持计数=161
  [39, 3151]: 支持计数=150
  [39, 3160]: 支持计数=150
  [39, 3161]: 支持计数=105
  [39, 3171]: 支持计数=109
  [39, 3185]: 支持计数=119
  [39, 3186]: 支持计数=143
  [39, 3189]: 支持计数=138
  [39, 3194]: 支持计数=143
  [39, 3202]: 支持计数=128
  [39, 3214]: 支持计数=93
  [39, 3221]: 支持计数=127
  [39, 3236]: 支持计数=118
  [39, 3240]: 支持计数=105
  [39, 3270]: 支持计数=576
  [39, 3271]: 支持计数=100
  [39, 3272]: 支持计数=110
  [39, 3276]: 支持计数=133
  [39, 3279]: 支持计数=181
  [39, 3291]: 支持计数=156
  [39, 3292]: 支持计数=118
  [39, 3294]: 支持计数=198
  [39, 3297]: 支持计数=95
  [39, 3311]: 支持计数=151
  [39, 3312]: 支持计数=106
  [39, 3314]: 支持计数=91
  [39, 3315]: 支持计数=175
  [39, 3316]: 支持计数=168
  [39, 3317]: 支持计数=179
  [39, 3319]: 支持计数=127
  [39, 3321]: 支持计数=154
  [39, 3324]: 支持计数=124
  [39, 3336]: 支持计数=114
  [39, 3338]: 支持计数=107
  [39, 3361]: 支持计数=231
  [39, 3402]: 支持计数=119
  [39, 3404]: 支持计数=156
  [39, 3405]: 支持计数=91
  [39, 3410]: 支持计数=91
  [39, 3412]: 支持计数=129
  [39, 3420]: 支持计数=103
  [39, 3434]: 支持计数=97
  [39, 3451]: 支持计数=161
  [39, 3462]: 支持计数=157
  [39, 3502]: 支持计数=244
  [39, 3504]: 支持计数=113
  [39, 3510]: 支持计数=225
  [39, 3521]: 支持计数=98
  [39, 3535]: 支持计数=140
  [39, 3537]: 支持计数=136
  [39, 3539]: 支持计数=109
  [39, 3546]: 支持计数=96
  [39, 3551]: 支持计数=110
  [39, 3553]: 支持计数=132
  [39, 3569]: 支持计数=95
  [39, 3573]: 支持计数=101
  [39, 3616]: 支持计数=419
  [39, 3635]: 支持计数=168
  [39, 3638]: 支持计数=117
  [39, 3642]: 支持计数=105
  [39, 3660]: 支持计数=91
  [39, 3668]: 支持计数=174
  [39, 3683]: 支持计数=148
  [39, 3724]: 支持计数=100
  [39, 3735]: 支持计数=118
  [39, 3742]: 支持计数=101
  [39, 3756]: 支持计数=96
  [39, 3759]: 支持计数=219
  [39, 3762]: 支持计数=109
  [39, 3772]: 支持计数=107
  [39, 3774]: 支持计数=136
  [39, 3799]: 支持计数=284
  [39, 3808]: 支持计数=138
  [39, 3827]: 支持计数=239
  [39, 3840]: 支持计数=113
  [39, 3855]: 支持计数=102
  [39, 3857]: 支持计数=106
  [39, 3867]: 支持计数=97
  [39, 3884]: 支持计数=93
  [39, 3896]: 支持计数=121
  [39, 3903]: 支持计数=117
  [39, 3904]: 支持计数=275
  [39, 3964]: 支持计数=225
  [39, 3966]: 支持计数=148
  [39, 3973]: 支持计数=116
  [39, 3988]: 支持计数=113
  [39, 4061]: 支持计数=95
  [39, 4064]: 支持计数=89
  [39, 4070]: 支持计数=177
  [39, 4080]: 支持计数=102
  [39, 4105]: 支持计数=141
  [39, 4111]: 支持计数=115
  [39, 4113]: 支持计数=98
  [39, 4127]: 支持计数=100
  [39, 4144]: 支持计数=115
  [39, 4170]: 支持计数=131
  [39, 4201]: 支持计数=121
  [39, 4207]: 支持计数=171
  [39, 4209]: 支持计数=143
  [39, 4221]: 支持计数=118
  [39, 4226]: 支持计数=98
  [39, 4251]: 支持计数=101
  [39, 4265]: 支持计数=89
  [39, 4270]: 支持计数=98
  [39, 4278]: 支持计数=107
  [39, 4297]: 支持计数=107
  [39, 4307]: 支持计数=157
  [39, 4310]: 支持计数=100
  [39, 4316]: 支持计数=143
  [39, 4336]: 支持计数=345
  [39, 4339]: 支持计数=159
  [39, 4342]: 支持计数=123
  [39, 4344]: 支持计数=184
  [39, 4357]: 支持计数=94
  [39, 4360]: 支持计数=100
  [39, 4383]: 支持计数=95
  [39, 4386]: 支持计数=115
  [39, 4389]: 支持计数=101
  [39, 4393]: 支持计数=191
  [39, 4424]: 支持计数=93
  [39, 4433]: 支持计数=107
  [39, 4472]: 支持计数=106
  [39, 4486]: 支持计数=92
  [39, 4524]: 支持计数=193
  [39, 4548]: 支持计数=108
  [39, 4552]: 支持计数=92
  [39, 4556]: 支持计数=99
  [39, 4563]: 支持计数=91
  [39, 4630]: 支持计数=143
  [39, 4640]: 支持计数=106
  [39, 4642]: 支持计数=145
  [39, 4643]: 支持计数=94
  [39, 4650]: 支持计数=184
  [39, 4685]: 支持计数=166
  [39, 4698]: 支持计数=263
  [39, 4720]: 支持计数=154
  [39, 4731]: 支持计数=91
  [39, 4744]: 支持计数=105
  [39, 4753]: 支持计数=97
  [39, 4771]: 支持计数=115
  [39, 4779]: 支持计数=158
  [39, 4801]: 支持计数=115
  [39, 4843]: 支持计数=104
  [39, 4859]: 支持计数=117
  [39, 4883]: 支持计数=313
  [39, 4886]: 支持计数=120
  [39, 4891]: 支持计数=129
  [39, 4899]: 支持计数=203
  [39, 4913]: 支持计数=130
  [39, 4940]: 支持计数=140
  [39, 4945]: 支持计数=142
  [39, 4975]: 支持计数=164
  [39, 4994]: 支持计数=188
  [39, 5051]: 支持计数=216
  [39, 5074]: 支持计数=184
  [39, 5108]: 支持计数=127
  [39, 5124]: 支持计数=150
  [39, 5127]: 支持计数=111
  [39, 5152]: 支持计数=189
  [39, 5164]: 支持计数=102
  [39, 5178]: 支持计数=95
  [39, 5248]: 支持计数=175
  [39, 5289]: 支持计数=119
  [39, 5315]: 支持计数=97
  [39, 5323]: 支持计数=123
  [39, 5328]: 支持计数=94
  [39, 5339]: 支持计数=89
  [39, 5346]: 支持计数=99
  [39, 5358]: 支持计数=151
  [39, 5405]: 支持计数=173
  [39, 5651]: 支持计数=147
  [39, 5728]: 支持计数=191
  [39, 5729]: 支持计数=216
  [39, 5767]: 支持计数=135
  [39, 5771]: 支持计数=89
  [39, 5782]: 支持计数=137
  [39, 5968]: 支持计数=125
  [39, 5976]: 支持计数=115
  [39, 6082]: 支持计数=91
  [39, 6118]: 支持计数=136
  [39, 6128]: 支持计数=152
  [39, 6190]: 支持计数=109
  [39, 6266]: 支持计数=97
  [39, 6403]: 支持计数=99
  [39, 6404]: 支持计数=92
  [39, 6602]: 支持计数=124
  [39, 6630]: 支持计数=123
  [39, 7068]: 支持计数=89
  [39, 7205]: 支持计数=209
  [39, 7646]: 支持计数=107
  [39, 7895]: 支持计数=90
  [39, 7975]: 支持计数=186
  [39, 8031]: 支持计数=89
  [39, 8068]: 支持计数=202
  [39, 8691]: 支持计数=259
  [39, 8730]: 支持计数=141
  [39, 8867]: 支持计数=163
  [39, 8978]: 支持计数=433
  [39, 8985]: 支持计数=276
  [39, 9001]: 支持计数=160
  [39, 9095]: 支持计数=99
  [39, 9304]: 支持计数=126
  [39, 9501]: 支持计数=275
  [39, 9510]: 支持计数=92
  [39, 9555]: 支持计数=240
  [39, 9579]: 支持计数=192
  [39, 9617]: 支持计数=126
  [39, 9669]: 支持计数=149
  [39, 9843]: 支持计数=144
  [39, 10017]: 支持计数=99
  [39, 10074]: 支持计数=165
  [39, 10128]: 支持计数=118
  [39, 10419]: 支持计数=104
  [39, 10420]: 支持计数=183
  [39, 10423]: 支持计数=134
  [39, 10440]: 支持计数=96
  [39, 10441]: 支持计数=110
  [39, 10442]: 支持计数=202
  [39, 10444]: 支持计数=293
  [39, 10446]: 支持计数=368
  [39, 10448]: 支持计数=154
  [39, 10451]: 支持计数=168
  [39, 10453]: 支持计数=95
  [39, 10474]: 支持计数=113
  [39, 10481]: 支持计数=107
  [39, 10490]: 支持计数=237
  [39, 10491]: 支持计数=257
  [39, 10493]: 支持计数=111
  [39, 10513]: 支持计数=145
  [39, 10515]: 支持计数=528
  [39, 10525]: 支持计数=206
  [39, 10551]: 支持计数=178
  [39, 10555]: 支持计数=89
  [39, 10568]: 支持计数=155
  [39, 10598]: 支持计数=120
  [39, 10605]: 支持计数=191
  [39, 10611]: 支持计数=138
  [39, 10651]: 支持计数=102
  [39, 10653]: 支持计数=246
  [39, 10656]: 支持计数=227
  [39, 10818]: 支持计数=125
  [39, 10831]: 支持计数=91
  [39, 10939]: 支持计数=125
  [39, 10943]: 支持计数=153
  [39, 11039]: 支持计数=103
  [39, 11254]: 支持计数=125
  [39, 11560]: 支持计数=112
  [39, 11747]: 支持计数=140
  [39, 11794]: 支持计数=106
  [39, 11840]: 支持计数=149
  [39, 12473]: 支持计数=172
  [39, 12491]: 支持计数=105
  [39, 12677]: 支持计数=125
  [39, 12925]: 支持计数=938
  [39, 12929]: 支持计数=470
  [39, 12933]: 支持计数=227
  [39, 12935]: 支持计数=267
  [39, 12943]: 支持计数=253
  [39, 12946]: 支持计数=339
  [39, 12951]: 支持计数=283
  [39, 12952]: 支持计数=92
  [39, 12959]: 支持计数=262
  [39, 12973]: 支持计数=94
  [39, 12981]: 支持计数=174
  [39, 12982]: 支持计数=190
  [39, 12996]: 支持计数=115
  [39, 13032]: 支持计数=186
  [39, 13041]: 支持计数=688
  [39, 13043]: 支持计数=134
  [39, 13049]: 支持计数=120
  [39, 13056]: 支持计数=117
  [39, 13060]: 支持计数=121
  [39, 13089]: 支持计数=94
  [39, 13174]: 支持计数=197
  [39, 13182]: 支持计数=138
  [39, 13189]: 支持计数=266
  [39, 13318]: 支持计数=95
  [39, 13334]: 支持计数=172
  [39, 13443]: 支持计数=229
  [39, 13556]: 支持计数=127
  [39, 14098]: 支持计数=801
  [39, 14099]: 支持计数=242
  [39, 14386]: 支持计数=169
  [39, 14634]: 支持计数=118
  [39, 14804]: 支持计数=90
  [39, 14933]: 支持计数=320
  [39, 14953]: 支持计数=92
  [39, 15345]: 支持计数=128
  [39, 15578]: 支持计数=233
